run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR16301702,SAMN22231998,SAMN22231998,Vibrio cholerae,13 10 2021,USA,Vibrio cholerae,101093678;107886996,286522585,590720,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/002/SRR16301702/SRR16301702_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/002/SRR16301702/SRR16301702_2.fastq.gz']","101 MB, 108 MB files; 0.6 million reads; 286.5 million sequenced bases"
SRR16301704,SAMN22231999,SAMN22231999,Vibrio cholerae,13 10 2021,USA,Vibrio cholerae,111626969;122253927,322814770,673688,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/004/SRR16301704/SRR16301704_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/004/SRR16301704/SRR16301704_2.fastq.gz']","112 MB, 122 MB files; 0.7 million reads; 322.8 million sequenced bases"
SRR16301706,SAMN22232091,SAMN22232091,Vibrio cholerae,13 10 2021,USA,Vibrio cholerae,103609007;111747327,297923045,639536,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/006/SRR16301706/SRR16301706_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/006/SRR16301706/SRR16301706_2.fastq.gz']","104 MB, 112 MB files; 0.6 million reads; 297.9 million sequenced bases"
SRR16324053,SAMN22253510,SAMN22253510,Vibrio cholerae,15 10 2021,USA,Vibrio cholerae,158556632;203707275,520786738,1229058,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/053/SRR16324053/SRR16324053_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/053/SRR16324053/SRR16324053_2.fastq.gz']","159 MB, 204 MB files; 1.2 million reads; 520.8 million sequenced bases"
SRR16324074,SAMN22253511,SAMN22253511,Vibrio cholerae,15 10 2021,USA,Vibrio cholerae,171832185;177736235,500826532,1658366,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/074/SRR16324074/SRR16324074_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/074/SRR16324074/SRR16324074_2.fastq.gz']","172 MB, 178 MB files; 1.7 million reads; 500.8 million sequenced bases"
SRR16324079,SAMN22253512,SAMN22253512,Vibrio cholerae,15 10 2021,USA,Vibrio cholerae,331420192;350518230,1021712508,3383154,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/079/SRR16324079/SRR16324079_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/079/SRR16324079/SRR16324079_2.fastq.gz']","331 MB, 351 MB files; 3.4 million reads; 1021.7 million sequenced bases"
SRR16989260,SAMN23311454,SAMN23311454,Vibrio cholerae,20 11 2021,USA,Vibrio cholerae,111431265;128738571,343144610,683555,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/060/SRR16989260/SRR16989260_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/060/SRR16989260/SRR16989260_2.fastq.gz']","111 MB, 129 MB files; 0.7 million reads; 343.1 million sequenced bases"
SRR10758352,SAMN13671722,SAMN13671722,Vibrio cholerae,24 12 2019,USA,Vibrio cholerae,106759381;119533807,323549030,668467,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/052/SRR10758352/SRR10758352_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/052/SRR10758352/SRR10758352_2.fastq.gz']","107 MB, 120 MB files; 0.7 million reads; 323.5 million sequenced bases"
SRR10909487,SAMN13878425,SAMN13878425,Vibrio cholerae,19 01 2020,USA,Vibrio cholerae,145854224;157213298,364299948,779617,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10909487/SRR10909487_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10909487/SRR10909487_2.fastq.gz']","146 MB, 157 MB files; 0.8 million reads; 364.3 million sequenced bases"
SRR10983317,SAMN13939782,SAMN13939782,Vibrio cholerae,5 02 2020,USA,Vibrio cholerae,387611691;413594903,997451327,2339916,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/017/SRR10983317/SRR10983317_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/017/SRR10983317/SRR10983317_2.fastq.gz']","388 MB, 414 MB files; 2.3 million reads; 997.5 million sequenced bases"
SRR17804659,SAMN25353395,SAMN25353395,Vibrio cholerae,29 01 2022,USA,Vibrio cholerae,100682680;130701712,307069424,632223,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/059/SRR17804659/SRR17804659_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/059/SRR17804659/SRR17804659_2.fastq.gz']","101 MB, 131 MB files; 0.6 million reads; 307.1 million sequenced bases"
SRR18254630,SAMN26504780,SAMN26504780,Vibrio cholerae,8 03 2022,USA,Vibrio cholerae,76991840;78960724,213592207,726264,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/030/SRR18254630/SRR18254630_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/030/SRR18254630/SRR18254630_2.fastq.gz']","77 MB, 79 MB files; 0.7 million reads; 213.6 million sequenced bases"
SRR18456400,SAMN26898600,SAMN26898600,Vibrio cholerae,1 04 2022,USA,Vibrio cholerae,103897817;123015412,350027047,721690,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/000/SRR18456400/SRR18456400_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/000/SRR18456400/SRR18456400_2.fastq.gz']","104 MB, 123 MB files; 0.7 million reads; 350.0 million sequenced bases"
SRR18730458,SAMN27543673,PNUSAV002738,Vibrio cholerae,13 04 2022,USA,Vibrio cholerae,98966425;115246664,308707655,695794,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/058/SRR18730458/SRR18730458_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/058/SRR18730458/SRR18730458_2.fastq.gz']","99 MB, 115 MB files; 0.7 million reads; 308.7 million sequenced bases"
SRR19176910,SAMN28204805,SAMN28204805,Vibrio cholerae,14 05 2022,USA,Vibrio cholerae,413584724;437809453,1161268112,2484783,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/010/SRR19176910/SRR19176910_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/010/SRR19176910/SRR19176910_2.fastq.gz']","414 MB, 438 MB files; 2.5 million reads; 1161.3 million sequenced bases"
SRR19230019,SAMN28454518,SAMN28454518,Vibrio cholerae,17 05 2022,USA,Vibrio cholerae,90181362;112474188,269430371,569468,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/019/SRR19230019/SRR19230019_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/019/SRR19230019/SRR19230019_2.fastq.gz']","90 MB, 112 MB files; 0.6 million reads; 269.4 million sequenced bases"
SRR1931709,SAMN03436155,2015EL-1159,Pathogen: clinical or host-associated sample from Vibrio cholerae,30 03 2015,Kenya,Vibrio cholerae,195580576;234514022,600491243,1468111,Vibrio cholerae Nextera XT shotgun library,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/009/SRR1931709/SRR1931709_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/009/SRR1931709/SRR1931709_2.fastq.gz']","196 MB, 235 MB files; 1.5 million reads; 600.5 million sequenced bases"
SRR1931711,SAMN03436157,2015EL-1161,Pathogen: clinical or host-associated sample from Vibrio cholerae,30 03 2015,Kenya,Vibrio cholerae,270447425;320445758,832331249,1964288,Vibrio cholerae Nextera XT shotgun library,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/001/SRR1931711/SRR1931711_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/001/SRR1931711/SRR1931711_2.fastq.gz']","270 MB, 320 MB files; 2.0 million reads; 832.3 million sequenced bases"
SRR1931714,SAMN03436158,2015EL-1162,Pathogen: clinical or host-associated sample from Vibrio cholerae,30 03 2015,Kenya,Vibrio cholerae,121278444;149236384,358744302,770699,Vibrio cholerae Nextera XT shotgun library,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/004/SRR1931714/SRR1931714_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/004/SRR1931714/SRR1931714_2.fastq.gz']","121 MB, 149 MB files; 0.8 million reads; 358.7 million sequenced bases"
SRR19326147,SAMN28554667,SAMN28554667,Vibrio cholerae,20 05 2022,USA,Vibrio cholerae,68650848;75733261,174137629,588795,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/047/SRR19326147/SRR19326147_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/047/SRR19326147/SRR19326147_2.fastq.gz']","69 MB, 76 MB files; 0.6 million reads; 174.1 million sequenced bases"
SRR19582236,SAMN28922487,SAMN28922487,Vibrio cholerae,20 06 2022,USA,Vibrio cholerae,305162654;301361716,814036168,2695484,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/036/SRR19582236/SRR19582236_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/036/SRR19582236/SRR19582236_2.fastq.gz']","305 MB, 301 MB files; 2.7 million reads; 814.0 million sequenced bases"
SRR19910444,SAMN29444634,SAMN29444634,Vibrio cholerae,1 07 2022,USA,Vibrio cholerae,58445725;67919768,171205594,341047,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/044/SRR19910444/SRR19910444_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/044/SRR19910444/SRR19910444_2.fastq.gz']","58 MB, 68 MB files; 0.3 million reads; 171.2 million sequenced bases"
SRR19910448,SAMN29444637,SAMN29444637,Vibrio cholerae,1 07 2022,USA,Vibrio cholerae,89090260;102311868,254263329,528906,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/048/SRR19910448/SRR19910448_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/048/SRR19910448/SRR19910448_2.fastq.gz']","89 MB, 102 MB files; 0.5 million reads; 254.3 million sequenced bases"
SRR19910451,SAMN29444635,SAMN29444635,Vibrio cholerae,1 07 2022,USA,Vibrio cholerae,249571064;287623285,701711668,1508504,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/051/SRR19910451/SRR19910451_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/051/SRR19910451/SRR19910451_2.fastq.gz']","250 MB, 288 MB files; 1.5 million reads; 701.7 million sequenced bases"
SRR19910452,SAMN29444638,SAMN29444638,Vibrio cholerae,1 07 2022,USA,Vibrio cholerae,108890588;122624730,311337010,653118,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/052/SRR19910452/SRR19910452_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/052/SRR19910452/SRR19910452_2.fastq.gz']","109 MB, 123 MB files; 0.7 million reads; 311.3 million sequenced bases"
SRR19912663,SAMN29445077,SAMN29445077,Vibrio cholerae,1 07 2022,USA,Vibrio cholerae,62355138;72360367,183670999,385364,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/063/SRR19912663/SRR19912663_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/063/SRR19912663/SRR19912663_2.fastq.gz']","62 MB, 72 MB files; 0.4 million reads; 183.7 million sequenced bases"
SRR19912665,SAMN29445076,SAMN29445076,Vibrio cholerae,1 07 2022,USA,Vibrio cholerae,112506082;121051723,350403692,750572,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/065/SRR19912665/SRR19912665_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/065/SRR19912665/SRR19912665_2.fastq.gz']","113 MB, 121 MB files; 0.8 million reads; 350.4 million sequenced bases"
SRR20083127,SAMN29637370,SAMN29637370,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,153328014;167560822,438770790,1262325,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/027/SRR20083127/SRR20083127_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/027/SRR20083127/SRR20083127_2.fastq.gz']","153 MB, 168 MB files; 1.3 million reads; 438.8 million sequenced bases"
SRR20083128,SAMN29637374,SAMN29637374,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,316607724;345355144,946164479,2276209,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/028/SRR20083128/SRR20083128_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/028/SRR20083128/SRR20083128_2.fastq.gz']","317 MB, 345 MB files; 2.3 million reads; 946.2 million sequenced bases"
SRR20083164,SAMN29637427,SAMN29637427,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,146784838;164312559,435521408,1195140,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/064/SRR20083164/SRR20083164_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/064/SRR20083164/SRR20083164_2.fastq.gz']","147 MB, 164 MB files; 1.2 million reads; 435.5 million sequenced bases"
SRR20083166,SAMN29637434,SAMN29637434,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,56863217;68429847,170840568,363089,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/066/SRR20083166/SRR20083166_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/066/SRR20083166/SRR20083166_2.fastq.gz']","57 MB, 68 MB files; 0.4 million reads; 170.8 million sequenced bases"
SRR20083211,SAMN29637468,SAMN29637468,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,148102146;165319748,427738361,945225,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/011/SRR20083211/SRR20083211_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/011/SRR20083211/SRR20083211_2.fastq.gz']","148 MB, 165 MB files; 0.9 million reads; 427.7 million sequenced bases"
SRR20083215,SAMN29637471,SAMN29637471,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,142604137;166451868,434997655,906518,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/015/SRR20083215/SRR20083215_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/015/SRR20083215/SRR20083215_2.fastq.gz']","143 MB, 166 MB files; 0.9 million reads; 435.0 million sequenced bases"
SRR20083241,SAMN29637473,SAMN29637473,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,129836288;145978575,346880665,735077,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/041/SRR20083241/SRR20083241_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/041/SRR20083241/SRR20083241_2.fastq.gz']","130 MB, 146 MB files; 0.7 million reads; 346.9 million sequenced bases"
SRR20083248,SAMN29637508,SAMN29637508,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,81319501;98270066,249740400,512049,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/048/SRR20083248/SRR20083248_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/048/SRR20083248/SRR20083248_2.fastq.gz']","81 MB, 98 MB files; 0.5 million reads; 249.7 million sequenced bases"
SRR20083252,SAMN29637510,SAMN29637510,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,177014789;191076005,542358973,1135889,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/052/SRR20083252/SRR20083252_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/052/SRR20083252/SRR20083252_2.fastq.gz']","177 MB, 191 MB files; 1.1 million reads; 542.4 million sequenced bases"
SRR20083253,SAMN29637518,SAMN29637518,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,196258314;201454931,558500778,1596149,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/053/SRR20083253/SRR20083253_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/053/SRR20083253/SRR20083253_2.fastq.gz']","196 MB, 201 MB files; 1.6 million reads; 558.5 million sequenced bases"
SRR20083261,SAMN29637515,SAMN29637515,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,155283890;168276772,449473124,997100,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/061/SRR20083261/SRR20083261_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/061/SRR20083261/SRR20083261_2.fastq.gz']","155 MB, 168 MB files; 1.0 million reads; 449.5 million sequenced bases"
SRR20083273,SAMN29637519,SAMN29637519,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,265318867;291937834,892536422,1777961,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20083273/SRR20083273_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20083273/SRR20083273_2.fastq.gz']","265 MB, 292 MB files; 1.8 million reads; 892.5 million sequenced bases"
SRR20083278,SAMN29637539,SAMN29637539,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,129698964;126586956,379888473,899871,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/078/SRR20083278/SRR20083278_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/078/SRR20083278/SRR20083278_2.fastq.gz']","130 MB, 127 MB files; 0.9 million reads; 379.9 million sequenced bases"
SRR20083280,SAMN29637540,SAMN29637540,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,192391700;208786636,576326360,1583660,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/080/SRR20083280/SRR20083280_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/080/SRR20083280/SRR20083280_2.fastq.gz']","192 MB, 209 MB files; 1.6 million reads; 576.3 million sequenced bases"
SRR20083281,SAMN29637548,SAMN29637548,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,173351345;194447164,465837633,969284,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/081/SRR20083281/SRR20083281_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/081/SRR20083281/SRR20083281_2.fastq.gz']","173 MB, 194 MB files; 1.0 million reads; 465.8 million sequenced bases"
SRR20083286,SAMN29637551,SAMN29637551,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,125446753;144019054,398127876,868891,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/086/SRR20083286/SRR20083286_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/086/SRR20083286/SRR20083286_2.fastq.gz']","125 MB, 144 MB files; 0.9 million reads; 398.1 million sequenced bases"
SRR20083287,SAMN29637555,SAMN29637555,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,63714851;74189251,192085993,402524,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/087/SRR20083287/SRR20083287_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/087/SRR20083287/SRR20083287_2.fastq.gz']","64 MB, 74 MB files; 0.4 million reads; 192.1 million sequenced bases"
SRR20083288,SAMN29637554,SAMN29637554,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,80246644;90748775,232768952,482759,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/088/SRR20083288/SRR20083288_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/088/SRR20083288/SRR20083288_2.fastq.gz']","80 MB, 91 MB files; 0.5 million reads; 232.8 million sequenced bases"
SRR20083292,SAMN29637559,SAMN29637559,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,144607399;164217846,423064976,897852,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/092/SRR20083292/SRR20083292_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/092/SRR20083292/SRR20083292_2.fastq.gz']","145 MB, 164 MB files; 0.9 million reads; 423.1 million sequenced bases"
SRR20083296,SAMN29637541,SAMN29637541,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,136214442;169342898,454687621,943228,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/096/SRR20083296/SRR20083296_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/096/SRR20083296/SRR20083296_2.fastq.gz']","136 MB, 169 MB files; 0.9 million reads; 454.7 million sequenced bases"
SRR20083302,SAMN29637563,SAMN29637563,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,113795956;133268598,368996971,753004,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR20083302/SRR20083302_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR20083302/SRR20083302_2.fastq.gz']","114 MB, 133 MB files; 0.8 million reads; 369.0 million sequenced bases"
